state,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
rajasthan,1907,49.4,131.6,144.4,41.7,57.6,74.8,342.3,323.8,28.2,0.4,0.0,0.1
rajasthan,1908,49.4,74.6,6.3,31.8,46.3,144.9,411.4,423.5,56.2,2.5,2.6,6.6
rajasthan,1909,75.8,43.1,8.7,64.6,16.5,306.5,565.8,464.2,94.4,8.0,0.7,69.5
rajasthan,1910,34.6,38.8,12.1,21.4,59.3,231.0,505.6,526.8,253.9,264.6,8.4,7.4
rajasthan,1911,211.4,4.2,190.3,20.4,19.5,204.1,149.3,381.9,266.4,19.7,75.7,0.0
rajasthan,1912,79.0,31.1,44.5,27.8,51.4,103.1,333.5,423.2,259.3,2.2,26.9,12.3
rajasthan,1913,11.4,91.8,70.3,24.4,98.3,289.1,261.8,188.7,49.5,12.1,7.3,32.9
rajasthan,1914,0.9,119.9,115.7,50.2,82.3,141.3,563.3,377.8,439.6,27.1,22.3,0.5
rajasthan,1915,32.4,126.3,101.0,40.6,57.2,129.8,370.2,539.9,178.3,12.9,0.0,12.6
rajasthan,1916,3.9,35.6,1.9,20.6,49.0,373.8,432.3,397.7,280.1,83.8,0.0,0.0
rajasthan,1917,7.6,55.4,64.9,80.1,118.2,298.1,561.2,372.7,405.7,115.8,0.0,23.3
rajasthan,1918,17.2,0.0,73.9,85.6,46.5,237.6,225.8,397.2,101.0,4.0,18.4,8.2
rajasthan,1919,158.9,46.7,44.1,40.2,51.0,278.4,372.5,295.9,242.6,14.2,9.7,29.1
rajasthan,1920,6.1,52.7,100.7,10.0,65.3,221.7,472.5,307.1,76.9,12.9,0.0,2.6
rajasthan,1921,101.0,5.6,12.5,19.7,3.6,364.1,329.3,652.8,299.5,55.8,0.2,4.7
rajasthan,1922,86.4,34.4,11.7,21.0,12.1,125.1,507.1,685.2,320.9,3.8,1.3,51.1
rajasthan,1923,80.5,146.6,18.5,10.8,26.9,84.8,372.5,427.9,289.9,69.4,10.0,45.1
rajasthan,1924,42.5,60.1,27.7,6.8,43.4,39.4,450.2,414.0,651.5,128.1,0.6,62.8
rajasthan,1925,34.3,17.7,11.7,43.5,57.0,309.1,554.5,384.5,65.9,20.1,36.7,0.0
rajasthan,1926,22.0,28.2,143.0,52.0,57.8,34.8,475.3,400.7,133.3,10.2,22.0,2.0
rajasthan,1927,13.7,121.8,53.2,24.5,66.8,210.2,308.9,516.8,159.9,120.8,43.7,9.5
rajasthan,1928,89.5,150.1,27.2,40.2,18.6,114.5,468.0,251.4,29.7,6.3,17.4,28.9
rajasthan,1929,52.9,33.2,16.9,21.7,20.6,138.7,279.7,403.2,65.2,44.5,0.0,135.5
rajasthan,1930,65.7,72.7,52.1,34.8,39.6,126.5,399.7,348.3,76.5,21.6,8.1,25.6
rajasthan,1931,7.8,89.9,45.1,1.9,56.9,55.0,319.1,307.2,335.3,105.8,6.8,3.4
rajasthan,1932,1.9,18.5,34.3,12.8,27.0,95.7,343.5,438.9,326.9,6.3,5.5,58.4
rajasthan,1933,51.7,67.2,23.4,52.6,89.4,227.0,466.8,337.3,151.2,128.0,0.0,1.2
rajasthan,1934,66.3,10.4,21.0,8.6,20.6,201.7,459.4,410.4,97.1,1.6,0.5,41.5
rajasthan,1935,93.0,34.5,26.7,37.8,4.2,44.0,385.1,308.1,174.8,3.6,8.8,16.5
rajasthan,1936,6.9,54.7,42.2,33.6,92.8,345.1,570.8,390.4,241.2,19.8,2.1,112.7
rajasthan,1937,10.5,149.3,7.2,43.9,47.6,172.7,398.7,439.6,211.7,15.8,2.0,34.5
rajasthan,1938,122.5,85.4,7.5,4.5,37.0,293.6,459.2,396.4,110.8,11.4,0.8,0.1
rajasthan,1939,21.1,82.1,39.2,15.5,9.1,213.1,352.9,199.3,186.2,24.2,0.0,0.0
rajasthan,1940,49.2,100.5,57.3,21.8,44.2,136.0,395.1,300.0,82.6,1.4,0.4,35.3
rajasthan,1941,58.2,37.3,14.0,4.4,67.4,200.3,171.5,354.1,95.7,32.3,0.5,25.9
rajasthan,1942,109.0,81.8,17.6,53.4,34.9,191.5,481.0,455.8,223.8,1.0,0.1,61.6
rajasthan,1943,61.2,17.6,27.8,53.5,15.9,134.4,283.2,590.9,181.4,0.2,0.1,0.3
rajasthan,1944,76.6,72.0,62.6,51.2,18.4,192.0,354.4,194.7,144.5,21.4,0.7,10.3
rajasthan,1945,120.2,4.5,39.3,42.7,16.5,90.6,468.6,379.8,391.8,92.0,0.1,1.8
rajasthan,1946,0.5,47.9,20.4,64.8,121.5,193.1,565.1,311.5,114.9,48.7,18.2,20.1
rajasthan,1947,46.8,52.2,47.7,1.6,49.0,126.8,383.4,274.2,350.5,16.6,0.4,10.8
rajasthan,1948,1.6,103.0,121.6,23.8,35.1,53.2,337.1,592.5,205.1,50.7,3.1,8.7
rajasthan,1949,7.3,135.5,32.4,29.0,59.7,52.4,450.2,414.5,204.0,22.2,0.2,4.8
rajasthan,1950,59.5,30.3,55.0,2.7,40.2,240.1,492.8,493.4,160.8,2.7,0.0,6.6
rajasthan,1951,54.0,41.8,46.8,30.7,61.7,74.0,200.9,403.0,204.2,13.5,43.8,0.1
rajasthan,1952,39.4,61.1,125.5,19.9,34.8,241.0,346.1,506.4,82.4,11.2,3.6,6.4
rajasthan,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0.0,35.0
rajasthan,1954,117.9,155.7,22.3,5.2,27.6,111.6,472.6,567.3,217.2,148.6,3.4,13.4
rajasthan,1955,84.7,14.2,51.9,41.1,19.8,151.4,356.1,429.0,236.3,271.2,0.0,11.3
rajasthan,1956,40.5,24.9,105.3,15.1,132.4,213.9,466.4,359.3,182.7,370.4,5.9,26.1
rajasthan,1957,166.4,6.6,77.5,73.3,75.9,113.4,532.1,286.5,308.3,57.7,20.1,62.9
rajasthan,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1
rajasthan,1959,68.0,93.3,58.1,20.3,49.0,118.8,483.5,442.3,294.6,87.9,26.2,0.9
rajasthan,1960,80.0,1.4,97.1,33.5,24.0,132.4,466.7,420.7,189.2,76.6,2.2,16.3
rajasthan,1961,126.3,133.7,24.1,20.5,41.0,181.2,490.1,511.6,226.4,122.7,13.1,57.5
rajasthan,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29.0,33.9
rajasthan,1963,17.4,35.5,130.9,51.4,49.3,193.1,360.9,523.4,345.1,10.8,43.9,40.2
rajasthan,1964,89.7,72.5,75.0,48.4,95.2,162.7,463.8,402.0,327.6,1.3,0.0,31.3
rajasthan,1965,44.4,159.5,119.3,62.1,44.1,50.3,388.0,302.8,87.5,33.0,11.8,2.9
rajasthan,1966,3.2,86.6,48.9,17.8,76.7,270.0,363.0,410.3,125.7,35.1,15.3,13.3
rajasthan,1967,11.0,35.0,112.5,26.0,23.2,122.6,436.3,518.7,146.5,22.0,22.4,79.9
rajasthan,1968,173.1,122.8,62.9,49.0,15.0,218.6,393.6,280.6,109.6,13.0,1.4,38.9
rajasthan,1969,79.8,43.1,49.0,60.7,77.0,89.6,381.0,483.5,345.6,25.3,0.2,1.0
rajasthan,1970,85.9,44.0,32.7,5.7,68.9,192.9,319.2,355.3,157.8,30.0,0.8,0.2
rajasthan,1971,52.4,101.4,45.3,69.0,270.2,297.8,332.8,377.0,155.9,79.5,22.0,0.3
rajasthan,1972,30.3,91.7,44.7,50.5,7.4,62.8,315.4,218.8,212.6,18.8,7.9,17.0
rajasthan,1973,73.0,65.7,47.8,1.8,44.8,254.3,265.9,297.9,130.8,46.8,1.6,9.2
rajasthan,1974,56.8,28.0,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6
rajasthan,1975,75.4,70.5,69.6,1.1,36.4,219.9,403.1,359.6,322.8,21.8,0.0,0.0
rajasthan,1976,12.7,58.4,31.2,22.1,40.5,87.6,269.2,328.5,129.3,5.6,0.1,1.1
rajasthan,1977,47.0,7.8,4.5,65.2,101.1,122.0,487.0,292.3,208.3,30.1,2.9,48.1
rajasthan,1978,34.6,83.1,187.3,51.2,51.8,291.0,414.3,528.4,324.8,16.9,43.7,4.3
rajasthan,1979,50.6,68.4,65.9,23.6,64.0,110.2,323.5,276.1,37.7,11.7,8.2,32.4
rajasthan,1980,21.7,55.7,60.3,15.6,21.3,175.0,466.0,322.7,133.5,37.3,2.4,21.9
rajasthan,1981,67.6,27.8,81.3,23.7,77.4,162.1,488.1,263.5,103.1,4.6,42.1,15.0
rajasthan,1982,61.9,58.6,143.2,78.2,77.1,90.6,264.0,435.1,110.7,17.8,1.4,33.5
rajasthan,1983,80.9,45.5,92.1,132.9,101.0,114.1,261.3,312.9,320.0,53.8,1.6,9.1
rajasthan,1984,19.6,128.9,14.6,42.0,27.5,300.1,359.3,237.7,173.5,3.2,2.6,30.1
rajasthan,1985,54.3,9.6,14.0,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3.0,74.1
rajasthan,1986,3.8,68.4,85.4,70.7,149.7,141.6,418.3,281.7,155.5,61.6,13.8,63.9
rajasthan,1987,29.8,61.7,30.3,48.8,148.0,55.9,190.3,261.0,123.9,20.2,0.2,17.1
rajasthan,1988,18.1,81.6,136.5,26.3,45.3,129.7,490.9,390.8,202.0,16.6,0.9,63.7
rajasthan,1989,91.0,14.7,30.3,9.9,28.5,117.9,333.4,386.6,183.5,12.3,17.3,38.2
rajasthan,1990,0.8,97.1,91.3,20.4,81.6,120.3,473.0,413.6,179.1,14.6,6.1,67.1
rajasthan,1991,13.2,58.0,52.0,51.6,21.2,81.8,219.8,346.7,126.4,0.5,10.1,39.4
rajasthan,1992,71.3,32.5,46.1,2.9,31.5,117.5,254.4,385.1,152.4,9.0,5.4,0.0
rajasthan,1993,77.1,70.3,162.8,19.8,71.7,144.7,309.4,282.3,447.0,1.5,7.4,0.0
rajasthan,1994,56.7,84.2,11.0,69.8,75.6,112.1,476.9,428.2,98.0,5.3,1.7,22.3
rajasthan,1995,98.9,123.6,79.9,41.4,34.6,138.5,358.3,430.7,282.8,5.1,2.1,20.2
rajasthan,1996,49.7,89.6,67.1,28.4,18.3,181.6,308.1,441.1,185.6,31.4,0.5,0.0
rajasthan,1997,42.1,14.9,31.2,90.5,56.1,129.8,290.0,73.3,36.4,9.9,10.8,18.5
rajasthan,1998,9.6,68.4,106.2,73.0,78.5,163.3,242.9,260.0,120.0,75.5,1.2,0.0
rajasthan,1999,33.0,11.4,1.4,1.2,50.5,158.9,389.0,285.5,217.9,32.0,0.1,4.7
rajasthan,2000,29.9,69.4,37.9,18.1,83.3,313.9,420.1,536.1,195.3,1.1,7.0,0.7
rajasthan,2001,22.7,27.9,83.4,48.2,109.1,297.3,493.0,371.7,68.3,6.3,1.4,15.1
rajasthan,2002,53.8,123.2,100.0,76.3,82.3,139.6,205.7,465.4,301.3,19.9,3.0,4.2
rajasthan,2003,40.7,126.0,99.7,54.1,67.1,145.2,515.3,416.2,239.9,1.8,4.8,23.6
rajasthan,2004,58.5,11.7,0.0,51.5,66.0,130.7,400.9,326.3,96.8,70.7,0.8,5.7
rajasthan,2005,64.1,83.2,54.2,12.8,52.1,74.0,400.1,249.2,337.9,14.1,2.2,4.3
rajasthan,2006,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27.0
rajasthan,2007,1.7,138.9,123.1,41.1,78.8,139.9,522.9,502.8,325.6,25.1,7.8,16.7
rajasthan,2008,55.6,11.7,18.1,93.0,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6
rajasthan,2009,1.8,27.6,18.8,18.4,77.6,41.9,157.5,202.6,206.6,81.3,12.6,0.9
rajasthan,2010,11.4,62.1,3.8,13.8,47.0,72.7,455.8,335.7,389.7,8.0,4.5,19.5
rajasthan,2011,30.9,65.2,18.0,30.9,84.2,223.1,433.3,523.7,148.4,3.4,1.2,2.3
rajasthan,2012,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5
rajasthan,2013,73.0,188.3,22.0,24.7,18.2,488.9,413.4,359.4,111.3,29.1,3.2,3.8
rajasthan,2014,45.9,99.9,68.4,37.6,52.9,62.9,462.7,264.2,107.9,40.8,0.0,44.3
rajasthan,2015,54.5,62.6,127.3,57.3,38.0,186.6,337.0,305.3,52.6,16.8,2.4,7.2
punjab,1901,35.4,28.9,11.1,0.0,5.1,13.2,126.4,151.5,10.5,2.0,0.0,6.1
punjab,1902,0.0,0.7,2.9,10.2,15.8,74.6,149.3,97.1,59.8,9.3,0.0,0.0
punjab,1903,14.7,0.5,2.3,0.5,8.5,8.6,151.6,138.2,97.7,4.0,0.0,2.3
punjab,1904,7.6,0.7,48.0,0.5,29.3,34.3,109.7,162.9,102.3,1.5,10.4,20.3
punjab,1905,44.8,20.8,14.0,1.3,7.4,20.1,93.6,23.1,92.6,0.0,0.0,5.1
punjab,1906,3.6,64.1,31.4,0.1,1.4,70.2,128.9,103.8,185.2,0.0,0.0,5.0
punjab,1907,14.3,42.8,25.9,33.5,7.8,20.0,123.2,175.3,1.0,0.1,0.0,0.0
punjab,1908,31.4,6.1,0.1,7.6,22.4,14.5,196.6,398.2,10.1,0.3,1.1,0.6
punjab,1909,5.9,13.1,0.0,78.1,2.8,123.7,228.7,118.9,162.4,3.1,0.0,32.7
punjab,1910,19.7,5.1,0.1,2.1,3.1,69.0,107.9,150.4,159.7,87.3,0.0,0.8
punjab,1911,66.5,1.3,53.3,0.7,0.1,53.1,26.3,49.3,208.7,10.7,39.7,0.0
punjab,1912,43.4,12.5,9.0,9.2,2.8,26.5,161.1,134.2,119.5,0.0,10.5,0.5
punjab,1913,1.1,42.9,22.4,1.9,69.7,111.8,142.9,82.3,22.6,0.7,0.9,9.3
punjab,1914,2.3,7.0,4.7,22.7,21.0,51.1,252.0,100.0,182.9,18.7,2.0,0.3
punjab,1915,30.7,49.1,40.9,7.1,8.0,39.9,66.9,69.9,101.7,6.4,0.0,1.8
punjab,1916,0.5,15.7,0.2,2.3,12.5,71.2,139.7,217.7,107.8,61.6,0.0,0.0
punjab,1917,6.1,7.4,3.2,34.5,25.8,64.6,164.3,210.9,361.5,101.0,0.0,7.5
punjab,1918,10.0,0.0,11.1,9.9,1.1,34.3,20.0,142.1,5.0,0.3,0.8,0.0
punjab,1919,61.0,2.7,8.4,2.3,14.8,7.0,208.7,172.1,50.6,0.0,3.4,22.8
punjab,1920,11.2,12.9,13.2,0.2,21.6,73.0,194.8,30.8,9.6,1.4,0.0,0.1
punjab,1921,21.3,1.2,0.5,1.4,0.0,13.7,100.2,189.5,86.1,29.5,0.0,3.0
punjab,1922,14.3,4.5,0.6,0.6,1.4,86.7,139.6,99.7,176.5,1.7,0.0,27.1
punjab,1923,17.0,52.7,0.8,0.1,19.7,24.8,183.7,221.3,17.6,9.1,0.3,34.4
punjab,1924,48.5,18.9,2.0,1.3,5.5,18.5,98.3,151.3,247.5,45.5,2.5,15.0
punjab,1925,4.8,0.1,0.1,3.1,11.2,153.8,247.0,108.6,10.2,5.7,12.2,0.3
punjab,1926,9.4,9.3,39.2,10.3,33.4,18.4,190.0,257.4,45.5,0.6,2.4,0.1
punjab,1927,0.2,34.1,14.8,7.4,13.9,12.2,160.9,163.9,42.7,18.1,1.7,32.5
punjab,1928,21.5,28.3,3.4,5.9,3.7,36.5,131.0,77.6,35.6,7.6,20.3,16.8
punjab,1929,15.2,0.1,0.0,9.5,3.7,18.7,135.2,82.8,11.4,3.8,0.0,26.2
punjab,1930,28.4,11.4,4.0,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1
punjab,1931,0.4,17.0,14.2,0.3,7.8,11.1,198.7,122.5,109.5,37.4,0.0,0.1
punjab,1932,3.0,2.0,26.2,4.8,6.1,14.3,136.8,113.4,117.5,0.0,0.0,15.8
punjab,1933,1.1,19.5,10.8,6.7,43.2,105.1,131.4,227.3,293.1,17.0,0.4,1.3
punjab,1934,21.6,1.0,47.6,0.7,2.0,64.6,140.8,199.1,18.3,0.0,0.0,5.6
punjab,1935,35.1,25.1,7.1,29.2,0.7,5.3,208.9,132.3,97.0,7.5,6.0,14.2
punjab,1936,1.6,18.2,6.8,0.7,3.3,141.3,124.4,125.7,61.3,0.1,1.2,26.5
punjab,1937,0.8,75.8,5.3,20.3,5.2,43.7,171.6,39.3,109.8,0.4,0.3,9.1
punjab,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0.0
punjab,1939,1.9,38.5,20.2,0.5,0.3,88.8,62.7,32.9,63.3,1.2,0.0,0.0
punjab,1940,28.2,35.6,11.9,6.7,1.7,38.7,117.4,142.3,12.6,0.2,0.0,0.4
punjab,1941,59.2,5.1,2.2,0.0,16.2,96.3,41.0,90.1,46.4,3.9,0.0,3.5
punjab,1942,24.9,48.6,2.2,11.7,7.3,48.2,257.5,237.6,154.2,0.3,0.0,11.9
punjab,1943,19.6,2.1,2.4,14.7,8.5,28.8,129.6,112.4,89.7,0.0,0.0,0.1
punjab,1944,21.5,32.9,35.1,27.6,0.5,52.2,150.7,99.0,38.8,24.8,0.6,0.6
punjab,1945,41.5,0.0,2.4,6.5,7.9,36.5,120.0,122.3,312.5,5.1,0.0,0.0
punjab,1946,0.1,9.7,1.7,3.4,27.0,72.0,122.9,155.4,17.3,15.6,1.0,11.6
punjab,1947,17.2,15.8,7.2,0.6,3.0,13.7,22.9,80.6,292.9,4.5,0.0,6.2
punjab,1948,34.4,31.4,18.8,1.1,4.8,16.0,212.4,233.0,34.6,4.3,0.9,0.3
punjab,1949,3.4,27.9,0.7,1.2,5.9,12.1,287.9,58.3,84.7,1.2,0.0,2.0
punjab,1950,22.2,6.5,18.1,0.5,6.1,9.7,220.4,147.6,118.7,0.0,0.0,1.4
punjab,1951,8.2,0.4,33.6,11.6,9.1,21.3,56.0,135.4,35.0,0.2,27.4,0.0
punjab,1952,8.2,17.8,12.0,2.6,10.8,67.1,122.5,311.0,1.3,0.0,0.0,3.2
punjab,1953,39.5,1.6,0.0,4.1,5.9,58.9,241.0,154.9,48.4,0.9,0.0,6.6
punjab,1954,26.1,91.0,10.1,0.4,3.9,26.7,152.3,45.6,136.6,43.9,0.3,0.0
punjab,1955,32.8,1.9,7.7,7.3,12.7,66.1,100.3,173.1,159.3,129.4,2.8,0.6
punjab,1956,16.6,3.1,25.6,0.8,2.4,50.8,239.1,159.5,19.5,131.3,4.4,0.6
punjab,1957,53.2,0.2,28.9,2.8,6.9,24.4,190.6,101.6,149.6,26.6,7.7,24.7
punjab,1958,4.1,0.7,5.4,1.9,4.4,17.0,150.0,182.7,273.4,21.8,1.0,10.6
punjab,1959,28.4,8.0,3.8,0.4,13.2,25.3,103.8,163.8,102.8,16.1,19.3,0.1
punjab,1960,11.3,0.0,24.4,4.2,1.3,33.1,249.9,339.0,15.6,35.2,0.0,8.9
punjab,1961,40.2,29.9,0.4,4.6,11.0,46.2,150.1,251.4,52.4,25.8,6.6,9.2
punjab,1962,21.1,10.4,7.7,1.3,1.5,14.0,144.7,111.5,189.4,0.0,2.9,6.5
punjab,1963,3.1,4.1,4.4,2.0,3.9,40.7,55.3,307.6,85.3,0.0,9.0,6.3
punjab,1964,4.7,1.5,0.9,0.4,14.6,8.8,370.7,191.5,111.2,0.6,0.1,6.0
punjab,1965,6.2,11.5,7.3,8.6,20.4,2.1,120.3,133.3,60.9,11.0,0.1,0.2
punjab,1966,3.3,34.0,6.7,1.7,45.3,128.9,98.2,312.8,69.1,6.7,1.0,0.2
punjab,1967,0.0,2.4,43.4,0.9,13.0,33.1,224.3,336.0,96.3,7.8,13.8,68.9
punjab,1968,14.1,15.9,17.3,0.0,2.3,28.3,211.2,90.1,0.1,7.0,0.0,2.0
punjab,1969,1.5,6.8,9.7,3.6,21.0,11.3,130.9,132.7,158.8,0.3,0.6,0.0
punjab,1970,35.4,35.4,9.4,0.0,11.5,67.2,65.7,207.9,104.9,0.8,0.0,0.0
punjab,1971,17.0,18.9,1.1,7.5,58.7,61.3,148.4,259.2,51.6,11.3,1.8,0.0
punjab,1972,6.8,12.1,5.6,11.6,0.1,24.9,137.1,186.0,12.6,7.7,33.1,3.2
punjab,1973,15.8,5.2,3.2,0.5,32.9,75.1,118.3,189.8,57.6,19.7,0.0,9.0
punjab,1974,0.5,1.3,1.6,0.9,4.6,37.9,201.5,94.5,12.2,16.4,0.0,13.5
punjab,1975,20.3,2.9,9.3,0.3,5.6,57.9,182.6,180.1,142.4,20.6,0.0,0.0
punjab,1976,8.8,23.1,6.8,2.7,32.4,80.2,216.2,317.4,38.0,0.2,0.1,0.8
punjab,1977,50.1,1.5,0.8,22.8,23.6,50.6,288.4,165.7,118.3,8.4,0.5,9.4
punjab,1978,0.2,24.8,51.7,4.2,1.5,71.5,202.7,184.8,104.5,2.1,2.8,0.5
punjab,1979,23.2,45.5,10.7,3.5,30.0,33.6,122.7,39.7,19.9,3.6,2.8,6.3
punjab,1980,5.8,2.3,22.0,0.4,8.9,45.5,236.5,102.0,50.2,13.4,4.9,21.4
punjab,1981,25.7,13.3,34.6,0.5,18.0,63.3,196.7,63.7,34.7,0.1,42.1,0.6
punjab,1982,21.4,20.0,70.7,33.1,57.3,29.9,99.2,150.4,5.4,3.2,2.4,13.6
punjab,1983,38.0,5.3,6.4,82.5,35.3,29.5,218.3,240.7,79.8,5.4,0.0,3.3
punjab,1984,1.9,14.5,0.4,2.7,0.7,48.6,154.2,179.5,75.5,0.9,0.0,0.3
punjab,1985,3.5,0.3,1.1,8.1,3.1,44.2,256.9,152.4,35.9,42.6,0.0,24.3
punjab,1986,7.2,31.0,12.7,3.3,36.0,85.1,92.5,108.9,52.9,11.2,0.7,9.5
punjab,1987,21.3,27.8,12.4,6.4,62.5,27.7,26.4,106.6,18.0,3.2,0.0,6.3
punjab,1988,1.5,13.2,34.5,3.6,3.4,82.4,288.5,222.5,183.4,0.0,0.1,12.0
punjab,1989,40.1,0.4,11.7,0.6,2.3,31.6,90.8,152.5,68.7,0.2,5.2,12.4
punjab,1990,0.0,79.5,4.9,2.2,21.9,25.3,201.2,137.7,194.5,2.7,14.1,19.2
punjab,1991,0.1,19.7,2.9,13.2,6.0,50.4,55.3,187.9,36.9,1.4,3.8,16.2
punjab,1992,20.3,16.4,0.5,1.2,7.8,17.2,124.5,171.6,59.0,3.8,7.2,0.0
punjab,1993,4.5,16.1,11.3,5.4,8.8,42.0,274.6,35.6,125.4,0.0,0.0,0.0
punjab,1994,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0.0,0.1,0.2
punjab,1995,38.8,21.7,9.8,4.9,0.6,47.2,115.0,405.3,175.3,0.2,0.1,0.3
punjab,1996,16.0,30.5,11.6,0.6,5.1,109.4,85.8,249.2,116.3,19.9,0.0,0.3
punjab,1997,6.6,2.2,14.6,35.3,38.0,60.2,133.6,226.8,36.9,53.7,13.4,47.3
punjab,1998,0.4,24.6,25.4,9.1,6.1,68.4,154.8,161.6,150.9,78.2,5.8,0.0
punjab,1999,31.7,0.7,1.4,0.0,20.1,42.2,109.8,78.7,54.7,4.8,0.0,0.4
punjab,2000,17.1,29.1,1.4,1.3,22.8,58.9,146.8,87.9,17.5,0.0,0.4,1.2
punjab,2001,17.8,5.2,7.2,19.8,47.8,117.2,145.2,103.5,10.3,11.1,0.1,0.2
punjab,2002,11.6,31.1,9.0,1.1,52.0,21.2,19.4,78.2,123.0,1.9,0.0,8.8
punjab,2003,14.7,29.9,4.0,1.8,7.5,26.6,277.6,165.3,58.9,0.0,0.1,11.0
punjab,2004,25.4,0.3,0.0,18.1,40.7,52.5,19.9,252.9,22.1,54.1,0.0,1.2
punjab,2005,13.9,35.7,29.9,2.7,7.6,53.9,175.6,52.6,146.7,0.0,0.8,0.0
punjab,2006,2.3,0.1,30.4,0.6,24.8,45.4,135.2,32.1,49.9,3.8,1.2,5.2
punjab,2007,0.5,76.0,40.1,2.0,12.4,88.7,82.0,87.9,55.2,0.1,0.3,1.4
punjab,2008,2.4,0.4,0.6,13.4,72.9,193.5,124.3,174.2,114.5,8.4,5.5,0.2
punjab,2009,4.1,5.9,5.7,11.7,17.7,15.2,106.4,63.8,160.8,2.5,1.1,0.4
punjab,2010,4.8,10.2,0.5,0.8,5.9,29.1,189.3,198.5,183.9,1.1,3.5,12.8
punjab,2011,0.7,26.7,6.9,8.9,28.7,94.4,85.0,127.3,133.1,0.0,0.0,0.4
punjab,2012,8.2,0.2,0.1,11.8,3.8,5.3,68.1,196.6,90.7,2.4,0.6,3.5
punjab,2013,21.1,52.2,5.3,3.3,1.4,62.1,96.5,161.9,42.8,10.9,1.7,2.1
punjab,2014,13.0,17.3,26.8,7.5,20.3,25.9,72.3,34.8,67.3,10.5,0.2,9.6
punjab,2015,12.4,6.6,71.8,34.8,8.4,43.7,130.3,89.2,32.1,3.7,2.3,0.2
manipur,1901,55.7,50.1,25.2,2.1,25.2,10.4,178.2,145.0,24.4,3.7,0.0,3.3
manipur,1902,0.0,0.8,9.9,10.9,29.6,49.9,125.6,94.9,67.2,9.0,0.0,0.1
manipur,1903,29.5,0.5,45.0,1.3,9.2,5.2,212.2,119.1,132.5,6.9,0.0,9.5
manipur,1904,24.2,1.7,87.8,1.2,13.8,22.0,59.9,124.0,73.8,7.4,9.8,25.9
manipur,1905,53.0,40.3,24.3,0.5,2.2,19.2,122.6,50.3,111.1,1.2,0.0,9.4
manipur,1906,5.3,83.1,50.5,1.5,4.7,38.3,99.4,190.5,181.5,0.5,0.0,22.2
manipur,1907,27.3,95.4,53.1,50.7,3.3,20.2,82.8,249.0,6.8,0.4,0.0,0.0
manipur,1908,46.9,11.8,0.3,31.3,12.1,13.0,183.8,399.1,37.3,1.2,1.7,2.0
manipur,1909,34.0,21.0,0.2,48.6,1.8,81.3,240.9,178.7,197.2,1.5,0.0,40.5
manipur,1910,27.1,5.6,1.1,2.7,1.4,111.4,143.9,217.9,79.5,21.0,0.0,4.8
manipur,1911,112.1,7.3,108.5,3.7,1.0,64.9,26.4,103.5,34.0,11.7,32.6,0.1
manipur,1912,53.3,5.2,8.5,19.9,10.0,10.6,173.3,197.4,37.5,0.0,18.5,2.2
manipur,1913,0.9,58.7,47.5,0.6,52.8,86.9,111.5,159.0,22.6,2.2,2.6,15.8
manipur,1914,19.8,26.9,15.8,44.6,17.3,58.9,290.9,75.6,193.1,34.7,8.1,8.7
manipur,1915,28.7,59.8,48.3,9.3,4.3,22.5,54.1,67.4,105.5,19.3,0.0,2.4
manipur,1916,2.8,20.9,2.8,4.4,8.2,33.9,238.3,184.1,71.3,21.1,0.0,0.6
manipur,1917,6.5,3.1,12.5,71.9,31.3,82.6,172.4,211.4,369.1,156.5,0.0,9.4
manipur,1918,3.1,1.2,61.4,38.5,0.6,31.9,38.7,140.5,15.5,0.2,3.5,4.5
manipur,1919,81.4,12.3,11.1,4.9,11.9,6.4,202.0,137.0,46.2,0.4,3.3,32.9
manipur,1920,25.7,18.3,21.3,0.6,20.0,42.7,148.0,81.3,23.3,0.4,0.0,1.5
manipur,1921,19.3,3.9,0.7,0.7,1.0,19.9,116.8,113.9,46.6,27.0,0.0,20.5
manipur,1922,23.8,14.0,3.1,3.0,1.7,65.1,132.8,85.6,148.5,2.5,0.0,33.5
manipur,1923,36.4,63.0,7.3,4.9,38.0,21.8,222.2,279.1,12.8,5.7,2.5,44.1
manipur,1924,39.1,42.3,2.6,1.1,17.7,2.3,185.8,109.0,155.0,0.5,1.1,34.4
manipur,1925,18.1,2.1,1.1,7.7,21.1,104.7,284.4,158.8,14.4,7.5,9.8,0.0
